id,parent,base_TransformedCentroid_x,slot_Centroid_x,base_TransformedCentroid_y,slot_Centroid_y,base_PsfFlux_instFlux,base_PsfFlux_instFluxErr,base_PsfFlux_area,base_PsfFlux_chi2,base_PsfFlux_npixels,base_PsfFlux_flag,base_PsfFlux_flag_noGoodPixels,base_PsfFlux_flag_edge,base_InvalidPsf_flag,scienceFlux,scienceFluxErr,mjd,date,band,detector,visit,scienceMag,scienceMagErr
1,0,1686.4675538357462,1686.4675538357462,2626.660158752635,2626.660158752635,8249.289423795397,3888.0692036259734,63.0353,40489.426,1681,False,False,False,False,8249.289423795397,3889.4218766405406,57115.22502376334,2015-04-03 05:24:02.053153,g,21,427938,21.608958647599515,0.51190907847964
1,0,1689.2933553963746,1689.2933553963746,2629.885004793744,2629.885004793744,63161.19907762473,2301.1843119961172,50.62577,821293.75,1681,False,False,False,False,63161.19907762473,2304.419985706587,57115.23058885444,2015-04-03 05:32:02.877024,i,21,427951,19.398874084410597,0.03961280415805468
1,0,1684.3202030222214,1684.3202030222214,2604.6384498142265,2604.6384498142265,14029.638814909606,3475.8788679206964,55.00529,41664.125,1681,False,False,False,False,14029.638814909606,3479.8476822606945,57115.23134133672,2015-04-03 05:33:07.891493,g,21,427953,21.032383773731812,0.26930106081269367
1,0,1687.4337686641045,1687.4337686641045,2598.279030451638,2598.279030451638,51542.502548520315,2332.906673767275,53.591923,804430.6,1681,False,False,False,False,51542.502548520315,2334.99402440802,57115.24108485134,2015-04-03 05:47:09.731156,i,21,427976,19.619586247319408,0.049186349611316155
1,0,1684.6772696349765,1684.6772696349765,2613.0244082232502,2613.0244082232502,6582.575115185633,3936.167600882799,75.82731,39195.06,1681,False,False,False,False,6582.575115185633,3936.8471775055873,57115.24182083024,2015-04-03 05:48:13.319733,g,21,427978,21.854010440913832,0.6493473205276336
1,0,1688.91853091352,1688.91853091352,2608.1212418050527,2608.1212418050527,54747.2511495932,2374.865216922973,58.85548,816186.4,1681,False,False,False,False,54747.2511495932,2377.0048844409034,57115.251570716224,2015-04-03 06:02:15.709882,i,21,428001,19.554094204485967,0.047140271113750326
1,0,1681.6385143814484,1681.6385143814484,2605.8678168835872,2605.8678168835872,12779.572040302814,3730.4129852719825,73.62811,39181.508,1681,False,False,False,False,12779.572040302814,3732.8607059867218,57115.25233217557,2015-04-03 06:03:21.499969,g,21,428003,21.133709223747438,0.31713910317396987
1,0,1683.8017235186217,1683.8017235186217,2620.2493683373777,2620.2493683373777,47026.03882062223,2003.2472987230844,45.353817,890992.4,1681,False,False,False,False,47026.03882062223,2005.169991095445,57115.26445524146,2015-04-03 06:20:48.932862,i,21,428031,19.719154004910152,0.046295322987573176
1,0,1683.7368263976964,1683.7368263976964,2602.70842146195,2602.70842146195,3415.5829247441593,3002.599765394925,54.036865,49563.305,1681,False,False,False,False,3415.5829247441593,3002.795627350854,57115.2652127927,2015-04-03 06:21:54.385289,g,21,428033,22.566337915610948,0.9545205020453215
1,0,1674.7438014036445,1674.7438014036445,2583.9867784162734,2583.9867784162734,64627.74665717789,2023.5751680678452,49.625755,885553.3,1681,False,False,False,False,64627.74665717789,2026.9738587419276,57115.27823722683,2015-04-03 06:40:39.696398,i,21,428061,19.37395246534625,0.03405284909914113
